name,children,size
ITGB3,"SRC	1",0.1
ITGB3,"TGM2	1",0.1
ITGB3,"P2RY2	1",0.1
ITGB3,"PTK2	1",0.1
ITGB3,"NUMB	1",0.1
ITGB3,"PDPK1	1",0.1
ITGB3,"ITGB3BP	1",0.1
ITGB3,"ANGPTL3	1",0.1
ITGB3,"TENC1	1",0.1
ITGB3,"VTN	1",0.1
ITK,"PLCG1	1",0.1
ITK,"WAS	1",0.1
ITK,"KPNA2	1",0.1
ITK,"LCP2	1",0.1
ITK,"LAT	1",0.1
ITK,"KHDRBS1	1",0.1
ITK,"SOCS1	1",0.1
ITK,"SH2D2A	1",0.1
ITK,"BLNK	1",0.1
ITSN1,"SOS1	1",0.1
JUN,"SPI1	1",0.1
JUN,"POU1F1	1",0.1
JUN,"MAF	1",0.1
JUN,"RB1	1",0.1
JUN,"NFYA	1",0.1
JUN,"SP1	1",0.1
JUN,"TPM1	1",0.1
JUN,"TAF1	1",0.1
JUN,"TBP	1",0.1
JUN,"STAT1	1",0.1
JUN,"STAT4	1",0.1
JUN,"PRKDC	1",0.1
JUN,"SMAD4	1",0.1
JUN,"PIN1	1",0.1
JUN,"MAPK8	1",0.1
JUN,"NACA	1",0.1
JUN,"SMAD2	1",0.1
JUN,"TDG	1",0.1
JUN,"SMARCD1	1",0.1
JUN,"VDR	1",0.1
JUN,"MAPK3	1",0.1
JUN,"SUMO1	1",0.1
JUN,"NCOA3	1",0.1
JUN,"NRIP1	1",0.1
JUN,"TGIF1	1",0.1
JUN,"NCOA1	1",0.1
JUN,"MAPK9	1",0.1
JUN,"TCF20	1",0.1
JUN,"SMAD3	1",0.1
JUN,"TRIP4	1",0.1
JUN,"MYBBP1A	1",0.1
JUN,"PRKD1	1",0.1
JUN,"DDX21	1",0.1
JUN,"SPIB	1",0.1
JUN,"PACS1	1",0.1
JUN,"COPS5	1",0.1
JUN,"MAFB	1",0.1
JUN,"RFWD2	1",0.1
JUN,"HDAC3	1",0.1
JUN,"UBE2I	1",0.1
JUN,"RBM39	1",0.1
JUN,"RAGE	1",0.1
JUN,"MAPKAPK5	1",0.1
JUN,"BATF	1",0.1
JUN,"CREB5	1",0.1
JUN,"COBRA1	1",0.1
JUN,"TPM2	1",0.1
JUN,"PIAS1	1",0.1
JUN,"RPL18A	1",0.1
JUN,"JDP2	1",0.1
JUN,"SNRK	1",0.1
JUN,"SUMO2	1",0.1
JUN,"SUMO3	1",0.1
JUN,"FBXW7	1",0.1
JUNB,"SMAD4	1",0.1
JUNB,"MAPK8	1",0.1
JUNB,"SMAD3	1",0.1
JUNB,"BATF	1",0.1
JUNB,"JDP2	1",0.1
JUND,"TBP	1",0.1
JUND,"NFE2L2	1",0.1
JUND,"SMAD4	1",0.1
JUND,"MAPK8	1",0.1
JUND,"MAPK9	1",0.1
JUND,"COPS5	1",0.1
JUND,"RFWD2	1",0.1
JUND,"BATF	1",0.1
JUND,"JDP2	1",0.1
JUP,"ZFYVE9	1",0.1
JUP,"PECAM1	1",0.1
JUP,"PTPRF	1",0.1
JUP,"PTPRJ	1",0.1
JUP,"PKD1	1",0.1
JUP,"TCF7L2	1",0.1
JUP,"PTPRK	1",0.1
JUP,"PKP2	1",0.1
JUP,"PTPN14	1",0.1
JUP,"BTRC	1",0.1
JUP,"AXIN1	1",0.1
KCNA2,"KCNA4	1",0.1
KCNA2,"PTPRA	1",0.1
KCNA2,"KCNAB1	1",0.1
KCNA2,"KCNAB2	1",0.1
KCNA2,"KCNA5	1",0.1
KCNA2,"KCNA3	1",0.1
KCNA4,"DLGAP1	1",0.1
KCNA4,"SNTG1	1",0.1
KCNB1,"STX1A	1",0.1
KCNE1,"PRKCA	1",0.1
KCNE1,"KCNQ1	1",0.1
KCNJ1,"PRKCD	1",0.1
KCNJ4,"PRKCD	1",0.1
KIT,"LYN	1",0.1
KIT,"PIK3R1	1",0.1
KIT,"PLCG1	1",0.1
KIT,"PTPN11	1",0.1
KIT,"PTPN6	1",0.1
KIT,"PRKCA	1",0.1
KIT,"KITLG	1",0.1
KIT,"SRC	1",0.1
KIT,"MATK	1",0.1
KIT,"STAT1	1",0.1
KIT,"PTPRO	1",0.1
KIT,"TEC	1",0.1
KIT,"PIK3R2	1",0.1
KIT,"SOCS1	1",0.1
KIT,"GRAP	1",0.1
KIT,"GRAP2	1",0.1
KIT,"SH2B3	1",0.1
KIT,"MPDZ	1",0.1
KIT,"SPRED1	1",0.1
KIT,"STAP1	1",0.1
KIT,"SH2B2	1",0.1
KIT,"SPRED2	1",0.1
KITLG,"PIK3CD	1",0.1
KITLG,"CLEC11A	1",0.1
KLC1,"ODF1	1",0.1
KLF5,"PRKCD	1",0.1
KLF5,"GTF2E2	1",0.1
KLF5,"GTF2F2	1",0.1
KLF6,"SP1	1",0.1
KLK3,"SLPI	1",0.1
KLK3,"PTHLH	1",0.1
KLK3,"PLG	1",0.1
KLK3,"SEMG1	1",0.1
KLK3,"SERPINA1	1",0.1
KLK3,"SERPINA5	1",0.1
KLK3,"PZP	1",0.1
KLRB1,"PTPN6	1",0.1
KNG1,"PLG	1",0.1
KNG1,"PLAUR	1",0.1
KNG1,"THBS1	1",0.1
KPNA1,"PAX5	1",0.1
KPNA1,"SRP19	1",0.1
KPNA2,"PAX5	1",0.1
KPNA2,"RAG1	1",0.1
KPNA2,"PTMA	1",0.1
KPNB1,"PTHLH	1",0.1
KPNB1,"PTMA	1",0.1
KRAS,"PIK3CG	1",0.1
KRAS,"RALGDS	1",0.1
KRAS,"SHOC2	1",0.1
KRAS,"RASSF5	1",0.1
KRAS,"RASGRP2	1",0.1
KRAS,"RAP1GDS1	1",0.1
KRAS,"RASSF2	1",0.1
KRIT1,"RAP1A	1",0.1
KRT7,"ATF7IP	1",0.1
KRT7,"LAPTM5	1",0.1
L1CAM,"PRNP	1",0.1
L1CAM,"RDX	1",0.1
LAIR1,"PTPN11	1",0.1
LAMA3,"PLG	1",0.1
LAMA3,"PLAT	1",0.1
LAPTM5,"SMURF2	1",0.1
LAPTM5,"HERC1	1",0.1
LAPTM5,"UBAC1	1",0.1
LAPTM5,"DCUN1D1	1",0.1
LAPTM5,"HEY1	1",0.1
LAPTM5,"ANKRD13A	1",0.1
LAPTM5,"EPN3	1",0.1
LAPTM5,"USP13	1",0.1
LAPTM5,"WWP1	1",0.1
LAPTM5,"RNF168	1",0.1
LAPTM5,"EPN1	1",0.1
LAPTM5,"HUWE1	1",0.1
LAPTM5,"EPN2	1",0.1
LAPTM5,"NEDD4L	1",0.1
LAPTM5,"TOM1L2	1",0.1
LASP1,"PRKAR2B	1",0.1
LBP,"RPS21	1",0.1
LCP2,"VAV1	1",0.1
LCP2,"LYN	1",0.1
LCP2,"PLCG1	1",0.1
LCP2,"PTPN6	1",0.1
LCP2,"ZAP70	1",0.1
LDLR,"PF4	1",0.1
LEPR,"PTPN11	1",0.1
LIG4,"NHEJ1	1",0.1
LIPC,"LRP1	1",0.1
LMNB1,"MELK	1",0.1
LMO1,"TAL2	1",0.1
LMO1,"TAL1	1",0.1
LMO1,"LDB1	1",0.1
LMO2,"TAL2	1",0.1
LMO2,"TAL1	1",0.1
LMO2,"RLIM	1",0.1
LMO2,"RBBP8	1",0.1
LMO2,"KDM5A	1",0.1
LMO2,"LDB1	1",0.1
LNPEP,"SMAD9	1",0.1
LPHN1,"ANKS1A	1",0.1
LPL,"LRP1	1",0.1
LRP1,"FURIN	1",0.1
LRP1,"LTF	1",0.1
LRP1,"MDK	1",0.1
LRP1,"SERPINE1	1",0.1
LRP1,"PLAT	1",0.1
LRP1,"PLAUR	1",0.1
LRP1,"SCN3A	1",0.1
LRP1,"THBS1	1",0.1
LRP1,"PDGFB	1",0.1
LRP1,"SRC	1",0.1
LRP1,"HSP90B1	1",0.1
LRP1,"MMP13	1",0.1
LRP1,"SHC1	1",0.1
LRP1,"MMP14	1",0.1
LRP1,"PRKACA	1",0.1
LRP1,"GTPBP1	1",0.1
LRP1,"MMP15	1",0.1
LRP1,"MMP16	1",0.1
LRP1,"MMP17	1",0.1
LRP1,"MAPK8IP1	1",0.1
LRP1,"GIPC1	1",0.1
LRP1,"SNX17	1",0.1
LRP1,"ITGB1BP1	1",0.1
LRP1,"MAPK8IP2	1",0.1
LRP1,"NOS1AP	1",0.1
LRP1,"GULP1	1",0.1
LRP1,"SYNJ2BP	1",0.1
LRP1,"ANAPC10	1",0.1
LRP2,"SERPINE1	1",0.1
LRP2,"TTR	1",0.1
LRP2,"SLC9A3	1",0.1
LRP2,"TLN1	1",0.1
LRP2,"TG	1",0.1
LRP5,"SMAD9	1",0.1
LRP5,"THBS1	1",0.1
LSAMP,"PRNP	1",0.1
LYN,"PLCG1	1",0.1
LYN,"PECAM1	1",0.1
LYN,"PTPN6	1",0.1
LYN,"TYK2	1",0.1
LYN,"PRKCD	1",0.1
LYN,"MATK	1",0.1
LYN,"SYK	1",0.1
LYN,"PDE4A	1",0.1
LYN,"PLCG2	1",0.1
LYN,"PRKCQ	1",0.1
LYN,"SHC1	1",0.1
LYN,"PTK2	1",0.1
LYN,"PRKDC	1",0.1
LYN,"PIK3CG	1",0.1
LYN,"MAPK3	1",0.1
LYN,"MAP4K1	1",0.1
LYN,"KHDRBS1	1",0.1
LYN,"RGS16	1",0.1
LYN,"PPP1R8	1",0.1
LYN,"NPHS1	1",0.1
LYN,"BCAR1	1",0.1
LYN,"UNC119	1",0.1
LYN,"TRAT1	1",0.1
LYN,"SKAP1	1",0.1
LYN,"SKAP2	1",0.1
LYN,"TRPV4	1",0.1
LYN,"PAG1	1",0.1
LYN,"GAB2	1",0.1
LYN,"PRAM1	1",0.1
LYN,"GAB3	1",0.1
LYN,"PPP1R15A	1",0.1
LYN,"CBLC	1",0.1
LYN,"BANK1	1",0.1
LYN,"GP6	1",0.1
LYN,"EVL	1",0.1
LYN,"NEDD9	1",0.1
LYN,"CHST15	1",0.1
LYN,"SH2B2	1",0.1
LYN,"DOK3	1",0.1
MAF,"MYB	1",0.1
MAF,"USF2	1",0.1
MAF,"MAFG	1",0.1
MAF,"SOX9	1",0.1
MAF,"MAFA	1",0.1
MAFG,"PRRX1	1",0.1
MAP2K1,"RPS6KA2	1",0.1
MAP2K1,"TRAF3	1",0.1
MAP2K1,"LAMTOR3	1",0.1
MAP2K1,"RPS6KA4	1",0.1
MAP2K1,"CPNE1	1",0.1
MAP2K1,"CPNE4	1",0.1
MAP2K1,"TRIB1	1",0.1
MAP2K1,"PEBP4	1",0.1
MAP2K1,"MAPK8IP3	1",0.1
MAP2K1,"KSR2	1",0.1
MAP2K1,"PARVA	1",0.1
MAP3K10,"PHB	1",0.1
MAP3K4,"MAP2K1	1",0.1
MAP3K5,"EIF2AK2	1",0.1
MAP3K5,"TXN	1",0.1
MAP3K5,"TPD52L1	1",0.1
MAPK1,"VAV1	1",0.1
MAPK1,"MAP2K1	1",0.1
MAPK1,"PTPN5	1",0.1
MAPK1,"PTPN1	1",0.1
MAPK1,"PTPN7	1",0.1
MAPK1,"RB1	1",0.1
MAPK1,"RXRA	1",0.1
MAPK1,"SREBF1	1",0.1
MAPK1,"SP1	1",0.1
MAPK1,"ZFP36	1",0.1
MAPK1,"TP53	1",0.1
MAPK1,"RPS6KA3	1",0.1
MAPK1,"SREBF2	1",0.1
MAPK1,"SHC1	1",0.1
MAPK1,"NKX2-1	1",0.1
MAPK1,"UBTF	1",0.1
MAPK1,"SCNN1G	1",0.1
MAPK1,"MAP2K2	1",0.1
MAPK1,"STAT5A	1",0.1
MAPK1,"RPS6KA1	1",0.1
MAPK1,"RPS6KA2	1",0.1
MAPK1,"METAP2	1",0.1
MAPK1,"NCOA3	1",0.1
MAPK1,"KHDRBS1	1",0.1
MAPK1,"PXN	1",0.1
MAPK1,"PTPRH	1",0.1
MAPK1,"TNFSF11	1",0.1
MAPK1,"NCOA1	1",0.1
MAPK1,"PTPRR	1",0.1
MAPK1,"IER3	1",0.1
MAPK1,"SNCG	1",0.1
MAPK1,"LAMTOR3	1",0.1
MAPK1,"KLF11	1",0.1
MAPK1,"PPP1R9B	1",0.1
MAPK1,"TNFRSF25	1",0.1
MAPK1,"IQGAP1	1",0.1
MAPK1,"PEA15	1",0.1
MAPK1,"RPS6KA4	1",0.1
MAPK1,"STAT5B	1",0.1
MAPK1,"DYRK1B	1",0.1
MAPK1,"RGS19	1",0.1
MAPK1,"HDAC4	1",0.1
MAPK1,"GAB2	1",0.1
MAPK1,"FRS3	1",0.1
MAPK1,"UBR5	1",0.1
MAPK1,"GORASP2	1",0.1
MAPK1,"TPR	1",0.1
MAPK1,"TNIP1	1",0.1
MAPK1,"TOB1	1",0.1
MAPK1,"MAPKAPK5	1",0.1
MAPK1,"MKNK1	1",0.1
MAPK1,"DUSP16	1",0.1
MAPK1,"CALCOCO1	1",0.1
MAPK1,"KSR2	1",0.1
MAPK1,"MAFA	1",0.1
MAPK1,"NDE1	1",0.1
MAPK1,"SORBS3	1",0.1
MAPK1,"CEP55	1",0.1
MAPK1,"RET	1",0.1
MAPK14,"JUNB	1",0.1
MAPK14,"PTPN7	1",0.1
MAPK14,"MAPK1	1",0.1
MAPK14,"RET	1",0.1
MAPK14,"SCN8A	1",0.1
MAPK14,"GRB2	1",0.1
MAPK3,"MAP2K1	1",0.1
MAPK3,"PTPN5	1",0.1
MAPK3,"PTPN7	1",0.1
MAPK3,"RET	1",0.1
MAPK3,"SREBF1	1",0.1
MAPK3,"TAL2	1",0.1
MAPK3,"TAL1	1",0.1
MAPK3,"SP1	1",0.1
MAPK7,"RXRA	1",0.1
MAPK8,"REL	1",0.1
MAPK8,"RET	1",0.1
MARCKS,"PRKCA	1",0.1
MARCKS,"PRKCB	1",0.1
MARK2,"GSK3B	1",0.1
MATK,"SRC	1",0.1
MBP,"MELK	1",0.1
MC2R,"POMC	1",0.1
MC5R,"POMC	1",0.1
MCHR1,"PMCH	1",0.1
MCL1,"PCNA	1",0.1
MDM4,"RB1	1",0.1
MECOM,"HDAC1	1",0.1
MECOM,"SMAD3	1",0.1
MECOM,"HDAC4	1",0.1
MECOM,"KAT2B	1",0.1
MED1,"RXRA	1",0.1
MED22,"MED8	1",0.1
MED22,"MED30	1",0.1
MED22,"MED9	1",0.1
MED22,"MED11	1",0.1
MEF2A,"TEAD1	1",0.1
MEF2C,"SP1	1",0.1
MEF2D,"SP1	1",0.1
MELK,"SF3B1	1",0.1
MEOX1,"PAX1	1",0.1
MEOX2,"PAX1	1",0.1
MEP1A,"PTH	1",0.1
MEP1A,"PLG	1",0.1
MEP1A,"POMC	1",0.1
MEP1B,"PRKCD	1",0.1
MET,"SNAPIN	1",0.1
MET,"PCBD2	1",0.1
MET,"VAV1	1",0.1
MET,"SNX2	1",0.1
MET,"SMC1A	1",0.1
MET,"DNAJA3	1",0.1
MFAP4,"SFTPD	1",0.1
MKI67,"PRKCB	1",0.1
MKNK2,"MAPK1	1",0.1
MMP10,"BCAN	1",0.1
MMP12,"PLAUR	1",0.1
MMP13,"TIMP3	1",0.1
MMP14,"TIMP2	1",0.1
MMP14,"TIMP3	1",0.1
MMP3,"SERPINE1	1",0.1
MMP3,"TIMP3	1",0.1
MMP3,"TIMP1	1",0.1
MMP3,"BCAN	1",0.1
MMP3,"CCL13	1",0.1
MMP3,"CCL8	1",0.1
MMP3,"SPOCK1	1",0.1
MMP3,"SPOCK3	1",0.1
MMP7,"SPP1	1",0.1
MMP7,"PLG	1",0.1
MMP7,"SERPINA1	1",0.1
MMP7,"BCAN	1",0.1
MMP7,"NGF	1",0.1
MNAT1,"RB1	1",0.1
MOG,"PRNP	1",0.1
MS4A2,"GRB2	1",0.1
MSH3,"PCNA	1",0.1
MSH4,"RPA1	1",0.1
MSH6,"PCNA	1",0.1
MST1R,"YES1	1",0.1
MST1R,"PIK3R1	1",0.1
MST1R,"PLCG1	1",0.1
MST1R,"SRC	1",0.1
MUTYH,"PCNA	1",0.1
MUTYH,"RPA1	1",0.1
MXD1,"MYC	1",0.1
MYB,"PAX5	1",0.1
MYB,"MAPK1	1",0.1
MYB,"SND1	1",0.1
MYB,"TTF2	1",0.1
MYB,"MYBBP1A	1",0.1
MYB,"HIPK2	1",0.1
MYB,"UBE2I	1",0.1
MYB,"NLK	1",0.1
MYBPC3,"TTN	1",0.1
MYC,"MAP2K1	1",0.1
MYC,"RB1	1",0.1
MYC,"FBXW7	1",0.1
MYC,"NFYB	1",0.1
MYC,"SP1	1",0.1
MYC,"TUBA4A	1",0.1
MYC,"YY1	1",0.1
MYC,"TIAM1	1",0.1
MYC,"MAPK8	1",0.1
MYC,"TFAP2B	1",0.1
MYC,"SMARCB1	1",0.1
MYC,"TP73	1",0.1
MYC,"MAPK7	1",0.1
MYC,"TUBA3C	1",0.1
MYC,"TUBA1A	1",0.1
MYC,"TUBA1B	1",0.1
MYC,"SUPT3H	1",0.1
MYC,"TRRAP	1",0.1
MYC,"NMI	1",0.1
MYC,"ZBTB17	1",0.1
MYC,"PFDN5	1",0.1
MYC,"TUBA8	1",0.1
MYC,"MYCBP	1",0.1
MYC,"RAGE	1",0.1
MYC,"MYCBP2	1",0.1
MYC,"SPAG9	1",0.1
MYC,"MINA	1",0.1
MYLK,"PRKCA	1",0.1
MYLK,"SRC	1",0.1
MYO7A,"PRKAR1A	1",0.1
MYOD1,"NR2F2	1",0.1
NAT1,"NAA10	1",0.1
NBR1,"TTN	1",0.1
NBR1,"CIB1	1",0.1
NBR1,"FEZ1	1",0.1
NCAM2,"PRNP	1",0.1
NCAN,"TNC	1",0.1
NCF4,"PRKCD	1",0.1
NCF4,"TXN	1",0.1
NCK1,"RRAS	1",0.1
NCK1,"PDGFRB	1",0.1
NCK1,"SOS1	1",0.1
ND1,"TST	1",0.1
NEDD8,"NAE1	1",0.1
NEDD8,"CUL2	1",0.1
NEDD8,"CUL4B	1",0.1
NEDD8,"TP53	1",0.1
NEDD8,"PTK2	1",0.1
NEDD9,"PTPN11	1",0.1
NEK2,"MAPK1	1",0.1
NEK3,"VAV1	1",0.1
NEK3,"PRLR	1",0.1
NF2,"SPTBN1	1",0.1
NFATC1,"PIM1	1",0.1
NFATC1,"PRKCA	1",0.1
NFATC2,"PRKCZ	1",0.1
NFE2L2,"PRKCD	1",0.1
NFKBIA,"PTPN1	1",0.1
NFKBIB,"RXRA	1",0.1
NFYA,"NFYB	1",0.1
NFYA,"SP1	1",0.1
NFYA,"USF1	1",0.1
NFYA,"USF2	1",0.1
NFYA,"SRF	1",0.1
NFYA,"SRSF1	1",0.1
NFYA,"NFYC	1",0.1
NFYA,"ZHX3	1",0.1
NFYA,"ZHX1	1",0.1
NFYA,"ZHX2	1",0.1
NFYB,"SP1	1",0.1
NFYB,"CNTN2	1",0.1
NFYB,"TBP	1",0.1
NFYB,"TP73	1",0.1
NFYB,"NFYC	1",0.1
NFYB,"CEBPZ	1",0.1
NFYB,"CSDA	1",0.1
NGF,"PLG	1",0.1
NIT1,"ZFYVE9	1",0.1
NKX2-1,"PAX8	1",0.1
NONO,"SPI1	1",0.1
NOTCH1,"NOV	1",0.1
NOTCH1,"RBP3	1",0.1
NOTCH4,"DLL4	1",0.1
NOTCH4,"MAML1	1",0.1
NOTCH4,"FBXW7	1",0.1
NOV,"DLL1	1",0.1
NOV,"S100A4	1",0.1
NPAS2,"RXRA	1",0.1
NPHS1,"YES1	1",0.1
NPM1,"XPO1	1",0.1
NR0B1,"SREBF1	1",0.1
NR2F2,"SQSTM1	1",0.1
NR2F2,"TRIM24	1",0.1
NR2F2,"BCL11A	1",0.1
NR2F2,"BCL11B	1",0.1
NR2F2,"PIAS1	1",0.1
NR2F2,"FAM46A	1",0.1
NR2F6,"NR2F2	1",0.1
NR4A1,"RPS6KA1	1",0.1
NR4A1,"RPS6KA3	1",0.1
NR4A1,"RPS6KA5	1",0.1
NR4A1,"YWHAZ	1",0.1
NR4A2,"RXRA	1",0.1
NR4A2,"RXRB	1",0.1
NR5A1,"JUN	1",0.1
NR5A1,"MAPK1	1",0.1
NR5A1,"NFYA	1",0.1
NR5A1,"SP1	1",0.1
NR5A1,"PITX1	1",0.1
NR5A1,"NRIP1	1",0.1
NR5A1,"NCOA1	1",0.1
NR5A1,"TBX19	1",0.1
NR5A1,"SOX9	1",0.1
NR5A1,"SOX2	1",0.1
NR5A1,"GTF2B	1",0.1
NR5A1,"GATA4	1",0.1
NR5A1,"EDF1	1",0.1
NR5A1,"TRERF1	1",0.1
NR5A1,"ZNF653	1",0.1
NR5A1,"PIAS1	1",0.1
NR5A1,"SOX8	1",0.1
NR5A1,"PNRC2	1",0.1
NRAP,"TLN1	1",0.1
NRAP,"KBTBD10	1",0.1
NRCAM,"PTPRB	1",0.1
NRGN,"PRKCA	1",0.1
NRGN,"PRKCB	1",0.1
NRGN,"PRKCG	1",0.1
NSF,"STX4	1",0.1
NSMAF,"GNB2L1	1",0.1
NTRK1,"PLCG1	1",0.1
NTRK1,"PTPN1	1",0.1
NTRK1,"RAP1A	1",0.1
NTRK2,"PTPN1	1",0.1
NTRK3,"PLCG1	1",0.1
NTRK3,"PTPN1	1",0.1
NTRK3,"MAPK1	1",0.1
OAZ1,"ODC1	1",0.1
OAZ2,"ODC1	1",0.1
ODF1,"ODF2	1",0.1
ODF1,"TRIP6	1",0.1
ODF1,"SPAG4	1",0.1
ODF1,"SPAG5	1",0.1
OGG1,"PRKCA	1",0.1
OPCML,"PRNP	1",0.1
OPRD1,"OPRK1	1",0.1
OPRD1,"PRKCA	1",0.1
OPRD1,"PRKCE	1",0.1
OPRD1,"PRKCD	1",0.1
OPRD1,"OPRM1	1",0.1
OPRD1,"KLHL3	1",0.1
OPRK1,"SLC9A3R1	1",0.1
ORC2,"RPA1	1",0.1
ORC2,"RPA2	1",0.1
OSBP,"VAPA	1",0.1
OSM,"OSMR	1",0.1
OVGP1,"STATH	1",0.1
OXT,"OXTR	1",0.1
P4HB,"PRNP	1",0.1
P4HB,"TG	1",0.1
PA2G4,"PRKCA	1",0.1
PA2G4,"PRKCB	1",0.1
PA2G4,"PRKCG	1",0.1
PA2G4,"RB1	1",0.1
PAFAH1B1,"CLIP1	1",0.1
PAK1,"PLCG1	1",0.1
PAK1,"MAP2K1	1",0.1
PAK2,"RPS6	1",0.1
PAM,"PRKCA	1",0.1
PAM,"KALRN	1",0.1
PAM,"RASSF9	1",0.1
PAM,"UHMK1	1",0.1
PAPPA,"PLG	1",0.1
PAPPA,"PRG2	1",0.1
PAPPA,"TNNI3	1",0.1
PARP1,"PCNA	1",0.1
PARP1,"RXRA	1",0.1
PARP1,"RPS3A	1",0.1
PARP1,"TP53	1",0.1
PARP1,"XRCC1	1",0.1
PARP1,"POLA1	1",0.1
PARP1,"PRKDC	1",0.1
PARP1,"MYBL2	1",0.1
PARP1,"BUB3	1",0.1
PARP1,"ZNF423	1",0.1
PARP1,"WRN	1",0.1
PARP1,"NCOA6	1",0.1
PARP1,"APTX	1",0.1
PARP1,"XRCC5	1",0.1
PARP1,"PARP2	1",0.1
PARP1,"SWAP70	1",0.1
PARP1,"RBM14	1",0.1
PARP1,"SREK1	1",0.1
PARP1,"NEDD8	1",0.1
PAWR,"PRKCZ	1",0.1
PAX2,"RB1	1",0.1
PAX2,"MAPK8	1",0.1
PAX2,"WT1	1",0.1
PAX2,"PAXIP1	1",0.1
PAX2,"SFRP2	1",0.1
PAX5,"TLE4	1",0.1
PAX7,"HIRA	1",0.1
PAX8,"WBP2	1",0.1
PAX9,"KDM5B	1",0.1
PBX2,"RPL4	1",0.1
PCNA,"RPA1	1",0.1
PCNA,"PTMA	1",0.1
PCNA,"XRCC1	1",0.1
PCNA,"RFC2	1",0.1
PCNA,"SUB1	1",0.1
PCNA,"PRKDC	1",0.1
PCNA,"CHAF1A	1",0.1
PCNA,"RAD9A	1",0.1
PCNA,"POLH	1",0.1
PCNA,"WRN	1",0.1
PCNA,"MYBBP1A	1",0.1
PCNA,"GADD45G	1",0.1
PCNA,"CCNO	1",0.1
PCNA,"APEX2	1",0.1
PCNA,"POLE	1",0.1
PCNA,"POLB	1",0.1
PCNA,"XRCC5	1",0.1
PCNA,"POLL	1",0.1
PCNA,"DNTTIP2	1",0.1
PCNA,"POLD3	1",0.1
PCNA,"KCTD13	1",0.1
PCNA,"CHTF18	1",0.1
PCNA,"DSCC1	1",0.1
PCNA,"POLD2	1",0.1
PCNA,"POLM	1",0.1
PCNA,"CHTF8	1",0.1
PCNA,"POLDIP2	1",0.1
PCNT,"CEP55	1",0.1
PCOLCE,"PLG	1",0.1
PCSK5,"REN	1",0.1
PCSK6,"PMCH	1",0.1
PDC,"YWHAZ	1",0.1
PDC,"PRKACA	1",0.1
PDE4D,"GNB2L1	1",0.1
PDE6D,"RAP1A	1",0.1
PDE6D,"RAP2B	1",0.1
PDE6D,"GRK1	1",0.1
PDE6D,"GRK7	1",0.1
PDE6G,"FNBP1	1",0.1
PDGFA,"PDGFRA	1",0.1
PDGFA,"SPARC	1",0.1
PDGFA,"PDAP1	1",0.1
PDGFB,"PDGFRB	1",0.1
PDGFB,"PDGFRA	1",0.1
PDGFB,"THBS1	1",0.1
PDGFB,"PDAP1	1",0.1
PDGFRA,"PLCG1	1",0.1
PDGFRA,"PDGFRB	1",0.1
PDGFRA,"PTPN11	1",0.1
PDGFRA,"SHB	1",0.1
PDGFRA,"SLC9A3R1	1",0.1
PDGFRA,"SNX2	1",0.1
PDGFRA,"SNX4	1",0.1
PDGFRA,"PDGFC	1",0.1
PDGFRA,"SNX6	1",0.1
PDGFRB,"PIK3R1	1",0.1
PDGFRB,"PIK3CA	1",0.1
PDGFRB,"PLCG1	1",0.1
PDGFRB,"EIF2AK2	1",0.1
PDGFRB,"PTPN11	1",0.1
PDGFRB,"PTPN1	1",0.1
PDGFRB,"SHC1	1",0.1
PDGFRB,"PTK2	1",0.1
PDGFRB,"PTPRJ	1",0.1
PDGFRB,"SNX1	1",0.1
PDGFRB,"NCK2	1",0.1
PDGFRB,"SLC9A3R1	1",0.1
PDGFRB,"PDAP1	1",0.1
PDGFRB,"PTPN2	1",0.1
PDGFRB,"SNX2	1",0.1
PDGFRB,"SNX4	1",0.1
PDGFRB,"PDGFD	1",0.1
PDHA1,"PDHB	1",0.1
PDHA2,"PDHB	1",0.1
PDHB,"PDHX	1",0.1
PDIA3,"TAP1	1",0.1
PDPK1,"PRKCB	1",0.1
PDPK1,"PRKCE	1",0.1
PDPK1,"PRKCD	1",0.1
PDPK1,"PRKCZ	1",0.1
PDZK1,"SLC9A3	1",0.1
PDZK1,"SLC17A1	1",0.1
PEBP1,"MAP2K1	1",0.1
PEBP1,"MAPK1	1",0.1
PEBP1,"PRKCA	1",0.1
PEBP1,"PRKCB	1",0.1
PEBP1,"PRKCD	1",0.1
PEBP1,"PRKCG	1",0.1
PEBP1,"PRKCZ	1",0.1
PECAM1,"YES1	1",0.1
PECAM1,"PIK3R1	1",0.1
PECAM1,"PLCG1	1",0.1
PECAM1,"PTPN11	1",0.1
PECAM1,"PTPN6	1",0.1
PECAM1,"PRKCE	1",0.1
PECAM1,"SRC	1",0.1
PEX10,"PEX2	1",0.1
PEX19,"ABCD3	1",0.1
PF4,"PROC	1",0.1
PF4,"SRGN	1",0.1
PF4,"THBD	1",0.1
PFKFB2,"PRKCA	1",0.1
PFKFB2,"PRKAA2	1",0.1
PFKFB2,"YWHAZ	1",0.1
PFKFB2,"PRKACA	1",0.1
PFKFB2,"PRKAA1	1",0.1
PFKL,"PFKM	1",0.1
PFKP,"DYNLL1	1",0.1
PFN1,"PIK3R1	1",0.1
PFN1,"WASF1	1",0.1
PFN1,"WASL	1",0.1
PFN1,"RHOQ	1",0.1
PFN1,"XPO6	1",0.1
PFN1,"ENAH	1",0.1
PFN1,"APBB1IP	1",0.1
