ASB6,1
ASB7,1
ASB8,1
ASB9,1
ASIC1,2
ASIC2,1
ASIC3,1
ASIC5,1
ASL,3
ASMT,1
ASNS,8
ASPSCR1,1
ASS1,4
ATF1,3
ATF2,2
ATF3,1
ATF4,1
ATF6,1
ATG12,1
ATG5,1
ATG7,1
ATIC,7
ATM,12
ATP10A,1
ATP10B,1
ATP10D,1
ATP11A,1
ATP11B,1
ATP11C,1
ATP12A,1
ATP1A1,15
ATP1A2,2
ATP1A3,1
ATP1A4,1
ATP1B1,2
ATP1B2,2
ATP1B3,2
ATP2A1,2
ATP2A2,4
ATP2A3,2
ATP2B1,2
ATP2B2,2
ATP2B3,2
ATP2B4,2
ATP2C1,7
ATP2C2,1
ATP4A,5
ATP4B,1
ATP5A1,2
ATP5B,2
ATP5C1,1
ATP5D,6
ATP5E,1
ATP5F1,1
ATP5G1,2
ATP5H,1
ATP5I,1
ATP5J,1
ATP5J2,1
ATP5L,1
ATP5O,1
ATP6,1
ATP6AP2,1
ATP6V0A1,3
ATP6V0A2,3
ATP6V0A4,3
ATP6V0B,3
ATP6V0C,3
ATP6V0D1,4
ATP6V0D2,3
ATP6V0E1,3
ATP6V0E2,3
ATP6V1A,3
ATP6V1B1,3
ATP6V1B2,3
ATP6V1C1,3
ATP6V1C2,3
ATP6V1D,3
ATP6V1E1,3
ATP6V1E2,3
ATP6V1F,3
ATP6V1G1,3
ATP6V1G2,3
ATP6V1G3,3
ATP6V1H,3
ATP7A,4
ATP7B,1
ATP8,1
ATP8A1,1
ATP8A2,1
ATP8B1,1
ATP8B2,1
ATP8B3,1
ATP8B4,1
ATP9A,1
ATP9B,1
ATR,6
ATRIP,1
AUH,1
AURKA,11
AURKB,2
AVP,3
AVPR1A,6
AVPR1B,3
AVPR2,10
AXIN1,2
AZI1,1
AZIN1,1
B2M,2
B3GALT6,2
B3GAT1,4
B3GAT2,2
B3GAT3,4
B3GNT1,2
B3GNT2,3
B3GNT3,3
B3GNT4,3
B3GNT5,1
B3GNT6,1
B3GNT7,3
B3GNT8,1
B3GNT9,1
B3GNTL1,1
B4GALT1,24
B4GALT2,3
B4GALT3,3
B4GALT4,3
B4GALT5,3
B4GALT6,3
B4GALT7,4
B9D2,2
BAAT,1
BAD,4
BAIAP2,1
BAK1,1
BAMBI,1
BANF1,3
BAX,1
BBC3,1
BBOX1,1
BCAN,2
BCAP31,2
BCAR1,2
BCAT1,6
BCAT2,7
BCHE,29
BCKDHA,1
BCKDHB,1
BCL10,1
BCL2,56
BCL2L1,2
BCL2L11,2
BCMO1,2
BCR,4
BCS1L,2
BDH1,1
BDKRB1,1
BDKRB2,1
BDP1,2
BEST1,3
BEST2,1
BEST3,1
BEST4,1
BGN,2
BHLHE40,1
BHLHE41,1
BHMT,3
BID,1
BIRC2,2
BIRC3,1
BIRC5,2
BLK,1
BLM,2
BLMH,1
BLNK,1
BLOC1S1,1
BLOC1S3,1
BLOC1S4,1
BLOC1S6,1
BLVRA,2
BLVRB,7
BLZF1,2
BMF,1
BMP1,2
BMP10,1
BMP2,2
BMP4,1
BMP7,1
BMPR1A,2
BMPR1B,2
BMPR2,1
BMX,1
BNIP2,1
BOC,1
BPNT1,1
BRAF,54
BRCA1,6
BRCA2,8
BRF1,2
BRF2,2
BRIP1,1
BRK1,1
BRPF3,1
BRS3,1
BSG,3
BSND,1
BTC,3
BTK,2
BTLA,1
BTRC,5
BUB1,2
BUB1B,4
BUB3,4
C17orf70,1
C19orf10,1
C19orf40,1
C1GALT1,1
C1GALT1C1,1
C1QA,1
C1QB,1
C1QBP,1
C1QC,1
C1R,1
C1S,11
C2,2
C3,4
C3AR1,1
C4A,2
C4B,2
C4B_2,1
C4BPA,1
C4BPB,1
C5,4
C5AR1,1
C5AR2,1
C6,1
C7,1
C8A,1
C8B,1
C8G,1
C8orf44-SGK3,1
C9,1
CA1,23
CA12,4
CA13,1
CA14,1
CA2,190
CA3,1
CA4,16
CA5A,1
CA5B,1
CA6,1
CA7,1
CA9,2
CAB39,1
CAB39L,1
CABLES1,1
CABLES2,1
CACNA1A,24
CACNA1B,1
CACNA1C,72
CACNA1D,2
CACNA1E,2
CACNA1G,8
CACNA1H,10
CACNA1I,6
CACNA1S,1
CACNA2D2,2
CACNA2D3,1
CACNB1,12
CACNB2,3
CACNB3,3
CACNB4,4
CACNG2,1
CACNG3,1
CACNG4,1
CACNG8,1
CAD,1
CADM1,1
CADM2,1
CADM3,1
CALCA,3
CALCB,1
CALCR,2
CALCRL,1
CALD1,1
CALM1,9
CALM2,9
CALM3,216
CALR,2
CALU,1
CAMK2A,2
CAMK2B,2
CAMK2D,2
CAMK2G,2
CAMK4,4
CAMKK1,1
CAMP,1
CANX,4
CAP1,2
CAP2,1
CAPZA1,2
CAPZA2,2
CAPZB,1
CARD11,1
CARD9,1
CARM1,1
CARS,1
CARS2,1
CASC3,2
CASC5,2
CASK,1
CASP1,4
CASP10,2
CASP2,2
CASP3,20
CASP4,1
CASP6,1
CASP7,1
CASP8,2
CASP9,4
CASQ1,1
CASQ2,1
CASR,1
CAT,2
CAV1,2
CBL,3
CBLB,1
CBR1,1
CBS,5
CBX5,1
CCAR1,2
CCBL1,10
CCBL2,1
CCBP2,1
CCK,1
CCKAR,1
CCKBR,1
CCL11,1
CCL16,1
CCL17,1
CCL19,1
CCL2,4
CCL20,1
CCL21,1
CCL22,1
CCL23,1
CCL25,1
CCL27,1
CCL28,1
CCL3,1
CCL3L1,1
CCL3L3,1
CCL4,1
CCL4L1,1
CCL4L2,1
CCL5,2
CCL7,1
CCNA1,3
CCNA2,3
CCNB1,2
CCNB2,2
CCNC,4
CCND1,7
CCND2,1
CCND3,1
CCNE1,2
CCNE2,2
CCNH,6
CCNO,1
CCNT1,5
CCNT2,5
CCP110,1
CCR1,1
CCR10,1
CCR2,2
CCR3,1
CCR4,1
CCR5,2
CCR6,2
CCR7,1
CCR8,1
CCR9,1
CCRL1,1
CCRN4L,1
CCT2,1
CCT3,1
CCT4,1
CCT5,1
CCT6A,1
CCT7,1
CCT8,1
CD14,1
CD151,2
CD160,1
CD163,1
CD177,1
CD19,3
CD2,2
CD200,1
CD200R1,1
CD207,1
CD226,1
CD24,1
CD244,1
CD247,2
CD274,1
CD28,3
CD2AP,1
CD2BP2,2
CD300E,1
CD300LB,1
CD34,1
CD36,4
CD3D,1
CD3E,1
CD3G,1
CD4,2
CD40,2
CD40LG,1
CD44,3
CD46,1
CD47,2
CD48,1
CD55,2
CD58,1
CD63,1
CD72,1
CD74,1
CD79A,1
CD79B,1
CD80,6
CD81,1
CD84,1
CD86,9
CD8A,1
CD8B,2
CD9,1
CD96,1
CD97,1
CDA,1
CDC14A,1
CDC16,5
CDC20,5
CDC23,5
CDC25A,1
CDC25B,3
CDC25C,1
CDC26,5
CDC27,5
CDC34,1
CDC37,2
CDC40,4
CDC42,5
CDC45,3
CDC6,3
CDC7,3
CDCA5,2
CDCA8,2
CDH1,24
CDH10,1
CDH11,1
CDH12,1
CDH13,1
CDH15,2
CDH18,1
CDH2,2
CDH24,1
CDH3,2
CDH4,2
CDH5,1
CDH6,1
CDH7,1
CDH8,1
CDH9,1
CDIPT,1
CDK1,48
CDK11A,1
CDK11B,1
CDK19,1
CDK2,685
CDK4,6
CDK5,21
CDK5R1,1
CDK5RAP2,1
CDK6,1
CDK7,12
CDK8,4
CDK9,5
CDKN1A,5
CDKN1B,5
CDKN2A,21
CDKN2B,9
CDKN2C,1
CDKN2D,1
CDO1,2
CDON,1
CDS1,1
CDS2,1
CDT1,3
CEBPA,1
CEBPB,1
CEBPD,1
CENPA,2
CENPC1,2
CENPE,4
CENPF,2
CENPH,2
CENPI,2
CENPJ,2
CENPK,2
CENPL,2
CENPM,2
CENPN,2
CENPO,2
CENPP,2
CENPQ,2
CENPT,2
CEP135,1
CEP152,1
CEP164,1
CEP250,1
CEP290,5
CEP41,1
CEP57,1
CEP63,1
CEP70,1
CEP72,1
CEP76,1
CEP78,1
CEPT1,1
CER1,2
CERK,1
CERS1,1
CERS2,1
CERS3,1
CERS4,1
CERS5,1
CERS6,1
CETN2,1
CETP,1
CFB,2
CFC1,2
CFD,4
CFH,3
CFHR3,1
CFI,1
CFL1,3
CFP,1
CFTR,21
CGA,2
CGB,1
CGB5,1
CGB7,1
CGB8,1
CGN,1
CH25H,1
CHAT,2
CHCHD4,1
CHD9,1
CHEK1,2
CHEK2,1
CHKA,1
CHKB,1
CHL1,1
CHMP2A,1
CHMP2B,1
CHMP3,1
CHMP4A,1
CHMP4B,1
CHMP4C,1
CHMP5,1
CHMP6,1
CHMP7,1
CHN1,1
CHN2,1
CHPF,2
CHPF2,2
CHPT1,1
CHRDL1,1
CHRFAM7A,1
CHRM1,75
CHRM2,61
CHRM3,112
CHRM4,35
CHRM5,31
CHRNA1,2
CHRNA2,20
CHRNA3,1
CHRNA4,20
CHRNA5,1
CHRNA6,1
CHRNA7,1
CHRNA9,1
CHRNB2,2
CHRNB3,1
CHRNB4,1
CHRND,2
CHRNE,1
CHRNG,1
CHST1,2
CHST11,2
CHST12,2
CHST13,2
CHST14,2
CHST15,2
CHST2,2
CHST3,2
CHST5,2
CHST6,2
CHST7,2
CHST9,2
CHSY1,2
CHSY3,2
CHUK,4
CIAO1,1
CIAPIN1,1
CIITA,2
CISH,1
CKAP5,2
CKB,1
CKM,4
CKMT1A,1
CKMT1B,1
CKMT2,1
CKS1B,1
CLASP1,3
CLASP2,3
CLCN1,1
CLCN2,1
CLCN3,1
CLCN4,1
CLCN5,1
CLCN6,1
CLCN7,1
CLCNKA,1
CLCNKB,1
CLDN1,1
CLDN10,1
CLDN11,1
CLDN12,1
CLDN14,1
CLDN15,1
CLDN16,1
CLDN17,1
CLDN18,1
CLDN19,1
CLDN2,1
CLDN20,1
CLDN22,1
CLDN23,1
CLDN3,1
CLDN4,1
CLDN5,1
CLDN6,1
CLDN7,1
CLDN8,1
CLDN9,1
CLEC5A,1
CLINT1,1
CLIP1,2
CLNS1A,2
CLOCK,1
CLP1,4
CLPS,3
CLSPN,2
CLTA,5
CLTB,1
CLTC,2
CLTCL1,1
CLU,1
CMA1,15
CMPK1,6
CNDP2,1
CNOT1,2
CNOT10,2
CNOT11,2
CNOT2,2
CNOT3,2
CNOT4,2
CNOT6,2
CNOT6L,2
CNOT7,2
CNOT8,2
CNPY3,1
CNR1,3
CNR2,2
CNTN1,3
CNTN2,1
CNTN6,1
CNTNAP1,1
CNTRL,2
COASY,1
COL10A1,1
COL11A1,2
COL11A2,4
COL12A1,1
COL13A1,1
COL14A1,1
COL15A1,1
COL16A1,1
COL17A1,2
COL18A1,2
COL19A1,1
COL1A1,9
COL1A2,6
COL20A1,1
COL21A1,1
COL22A1,1
COL23A1,1
COL24A1,1
COL25A1,1
COL26A1,1
COL27A1,1
COL28A1,1
COL2A1,9
COL3A1,3
COL4A1,9
COL4A2,3
COL4A3,6
COL4A3BP,1
COL4A4,6
COL4A5,3
COL4A6,1
COL5A1,3
COL5A2,3
COL5A3,3
COL6A1,6
COL6A2,3
COL6A3,3
COL6A5,3
COL6A6,3
COL7A1,2
COL8A1,1
COL8A2,2
COL9A1,3
COL9A2,3
COL9A3,3
COLGALT1,1
COLGALT2,1
COMT,18
COPA,1
COPB1,1
COPB2,1
COPE,1
COPG1,1
COPZ1,1
COQ2,2
COQ3,1
COQ5,1
COQ6,1
COQ7,1
COX1,1
COX17,1
COX2,1
COX3,1
COX4I1,1
COX5A,1
COX5B,1
COX6A1,1
COX6B1,1
COX6C,1
COX7A2L,1
COX7B,1
COX7C,1
COX8A,1
CP,1
CPA3,1
CPD,1
CPE,2
CPLX1,1
CPOX,1
CPS1,1
CPSF1,4
CPSF2,4
CPSF3,4
CPSF4,1
CPSF6,1
CPSF7,4
CPT1A,4
CPT1B,1
CPT2,2
CR1,1
CRAT,3
CRB3,1
CREB1,12
CREBBP,8
CRH,3
CRHR1,1
CRHR2,1
CRK,3
CRKL,2
CRLS1,1
CRMP1,1
CROT,3
CRTAM,1
CRTAP,1
CRY1,1
CRY2,1
CS,2
CSAD,2
CSF2,1
CSF2RA,1
CSF2RB,1
CSGALNACT1,2
CSGALNACT2,2
CSH1,2
CSH2,2
CSK,4
CSN2,1
CSNK1A1,1
CSNK1D,2
CSNK1E,2
CSNK1G2,1
CSNK2A1,69
CSNK2A2,3
CSNK2B,3
CSPG4,2
CSPG5,2
CST3,1
CSTF1,4
CSTF2,4
CSTF3,4
CTDP1,4
CTDSP2,1
CTGF,2
CTH,5
CTLA4,4
CTNNA1,2
CTNNA2,1
CTNNB1,24
CTNND1,1
CTPS1,1
CTPS2,1
CTRB2,1
CTSA,2
CTSB,28
CTSC,2
CTSD,48
CTSE,1
CTSF,8
CTSG,4
CTSH,1
CTSK,2
CTSL1,2
CTSL2,4
CTSO,1
CTSS,24
CTSZ,2
CUBN,2
CUL1,5
CUL2,2
CUL3,1
CUL5,3
CUL7,2
CUX1,1
CX3CL1,1
CX3CR1,1
CXADR,2
CXCL1,1
CXCL10,1
CXCL11,1
CXCL12,1
CXCL13,1
CXCL16,1
CXCL2,1
CXCL3,1
CXCL5,1
CXCL6,1
CXCL9,1
CXCR1,1
CXCR2,1
CXCR3,1
CXCR4,4
CXCR5,1
CXCR6,1
CXCR7,1
CXXC1,1
CYB5A,2
CYB5R3,3
CYBA,2
CYBB,2
CYBRD1,1
CYC1,2
CYCS,14
CYFIP2,1
CYLD,3
CYP11A1,4
CYP11B1,12
CYP11B2,4
CYP17A1,12
CYP19A1,20
CYP1A1,1
CYP1A2,1
CYP1B1,1
CYP21A2,4
CYP24A1,2
CYP26A1,1
CYP26B1,1
CYP26C1,1
CYP27A1,1
CYP27B1,2
CYP2A13,1
CYP2A6,1
CYP2A7,1
CYP2B6,1
CYP2C18,1
CYP2C19,1
CYP2C8,1
CYP2C9,1
CYP2D6,1
CYP2E1,1
CYP2F1,1
CYP2J2,1
CYP2R1,2
CYP2S1,1
CYP2U1,1
CYP2W1,1
CYP39A1,1
CYP3A4,1
CYP3A43,1
CYP3A5,1
CYP3A7,1
CYP46A1,1
CYP4A11,1
CYP4B1,1
CYP4F11,1
CYP4F12,1
CYP4F2,1
CYP4F3,1
CYP4F8,1
CYP51A1,3
CYP7A1,1
CYP7B1,2
CYP8B1,1
CYSLTR1,5
CYSLTR2,1
CYTB,9
D2HGDH,1
DAB2,1
DAD1,1
DAGLA,2
DAGLB,2
DAK,1
DAO,1
DAPK1,3
DAPK2,1
DAPK3,1
DAPP1,1
DARC,1
DARS,1
DARS2,1
DBF4,3
DBH,3
DBNL,1
DBP,1
DBT,1
DCC,9
DCK,1
DCN,2
DCP1A,2
DCP1B,2
DCP2,2
DCPS,14
DCTD,1
DCTN1,9
DCTN2,2
DCTN3,2
DCTN4,1
DCTN5,1
DCTN6,1
DCX,1
DDB1,1
DDB2,1
DDC,2
DDIT3,1
DDOST,3
DDX11,1
DDX20,2
DDX23,2
DDX58,1
DDX6,2
DECR1,1
DEFA1,1
DEFA1B,1
DEFA3,1
DEFA4,1
DEFA5,1
DEFA6,1
DEFB1,1
DEFB103A,1
DEFB103B,1
DEFB104A,1
DEFB104B,1
DEFB105A,1
DEFB105B,1
DEFB106A,1
DEFB106B,1
DEFB107A,1
DEFB107B,1
DEFB108B,1
DEFB110,1
DEFB112,1
DEFB113,1
DEFB114,1
DEFB115,1
DEFB116,1
DEFB118,1
DEFB119,1
DEFB121,1
DEFB123,1
DEFB124,1
DEFB125,1
DEFB126,1
DEFB127,1
DEFB128,1
DEFB129,1
DEFB130,1
DEFB131,1
DEFB132,1
DEFB133,1
DEFB134,1
DEFB135,1
DEFB136,1
DEFB4A,1
DEFB4B,1
DEGS1,1
DEGS2,1
DEPDC1B,1
DEPDC7,1
DES,4
DET1,1
DFFA,1
DFFB,1
DGAT1,1
DGAT2,1
DGCR8,1
DGKA,2
DGKB,2
DGKD,2
DGKE,2
DGKG,2
DGKH,2
DGKI,2
DGKK,2
DGKQ,2
DGKZ,2
DGUOK,1
DHCR24,1
DHCR7,2
DHFR,56
DHFRL1,1
DHODH,25
DHPS,2
DHRS3,2
DHX38,4
DHX9,2
DIABLO,1
DICER1,1
DIDO1,2
DIO1,1
DIO2,1
DIO3,1
DIS3,2
DKC1,2
DLAT,3
DLC1,1
DLD,6
DLG1,2
DLG3,2
DLG4,2
DLK1,2
DLL1,3
DLL4,3
DLST,1
DMC1,1
DMD,3
DNA2,2
DNAJB11,1
DNAJB9,1
DNAJC19,1
DNAJC3,1
DNAJC5,1
DNAJC6,1
DNAJC8,2
DNAL4,1
DNASE2,1
DNER,2
DNM1,4
DNM1L,1
DNM2,10
DNM3,3
DOCK1,3
DOCK10,1
DOCK11,1
DOCK2,2
DOCK3,1
DOCK4,1
DOCK5,1
DOCK6,1
DOCK7,1
DOCK8,1
DOCK9,1
DOHH,1
DOK1,1
DOK2,1
DOLK,1
DOLPP1,1
DPAGT1,1
DPEP1,1
DPEP2,1
DPM1,1
DPM2,1
DPM3,1
DPP4,50
DPYD,7
DPYS,1
DPYSL2,1
DPYSL3,1
DPYSL4,1
DPYSL5,1
DRD1,47
DRD2,67
DRD3,28
DRD4,24
DRD5,18
DROSHA,1
DSCAM,1
DSCAML1,1
DSE,2
DSG1,1
DSG2,1
DSG3,1
DSN1,2
DSP,5
DST,2
DTNBP1,1
DTX1,2
DTX2,2
DTX3L,1
DTX4,2
DTYMK,9
DUSP3,3
DUSP4,3
DUSP6,3
DUSP7,3
DUT,2
DVL2,1
DYNC1H1,2
DYNC1I1,1
DYNC1I2,2
DYNC1LI2,1
DYNC2H1,2
DYNC2LI1,1
DYNLL1,3
DYNLL2,2
DYRK1A,1
DZIP3,1
E2F1,1
E2F2,1
E2F3,1
E2F4,3
E2F5,3
EARS2,1
EBF1,1
EBP,1
ECHS1,1
ECI1,2
ECT2,1
EDC3,2
EDC4,2
EDEM1,1
EDEM2,1
EDEM3,1
EDN1,1
EDN2,1
EDN3,3
EDNRA,3
EDNRB,8
EEF1A1,2
EEF1B2,2
EEF1D,2
EEF1E1,1
EEF1G,2
EEF2,2
EEF2K,1
EFEMP1,1
EFEMP2,1
EFTUD2,2
EGF,8
EGFR,352
EGLN1,1
EGLN2,1
EGLN3,1
EGR1,1
EHD1,1
EHD2,1
EHD3,1
EIF1AX,3
EIF2AK2,2
EIF2AK3,2
EIF2B1,2
EIF2B2,2
EIF2B3,2
EIF2B4,2
EIF2B5,2
EIF2S1,3
EIF2S2,3
EIF2S3,3
EIF3A,3
EIF3B,3
EIF3C,3
EIF3D,3
EIF3E,3
EIF3F,3
EIF3G,3
EIF3H,3
EIF3I,3
EIF3J,3
EIF3K,3
EIF4A1,5
EIF4A2,5
EIF4A3,3
EIF4B,5
EIF4E,28
EIF4E2,1
EIF4E3,1
EIF4EBP1,3
EIF4G1,6
EIF4G2,1
EIF4G3,1
EIF4H,3
EIF5,2
EIF5A,1
EIF5A2,1
EIF5B,2
ELANE,5
ELAVL1,2
ELK1,3
ELL,4
ELMO1,2
ELMO2,1
ELN,2
ELOVL1,1
ELOVL2,1
ELOVL3,2
ELOVL4,1
ELOVL5,1
ELOVL6,1
ELOVL7,1
EMD,2
EMILIN1,1
EMILIN2,1
EMILIN3,1
EMR1,1
EMR2,1
EMR3,1
ENAH,2
ENO1,1
ENO2,1
ENO3,1
ENOPH1,1
ENPEP,1
ENPP1,6
ENPP7,1
ENSA,2
EP300,6
EPAS1,1
EPB41L1,1
EPHB2,1
EPHX2,7
EPN1,2
EPO,1
EPRS,5
EPS15,2
EPS15L1,2
EPT1,1
ERAP1,1
ERAP2,1
ERBB2,108
ERBB2IP,1
ERBB3,6
ERBB4,3
ERCC1,1
ERCC2,6
ERCC3,5
ERCC4,1
ERCC5,1
ERCC6,3
ERCC6L,2
ERCC8,2
EREG,3
ERN1,1
ERO1L,1
ESAM,1
ESCO1,1
ESCO2,1
ESPL1,2
ESR1,118
ESR2,30
ESRRA,1
ESRRB,1
ESRRG,1
ETF1,3
ETFA,1
ETFB,1
ETFDH,1
ETHE1,1
ETNK1,1
ETNK2,1
EVL,2
EXOC1,2
EXOC2,2
EXOC3,2
EXOC4,2
EXOC5,2
EXOC6,2
EXOC7,2
EXOC8,2
EXOSC1,2
EXOSC2,2
EXOSC3,2
EXOSC4,2
EXOSC5,2
EXOSC6,2
EXOSC7,2
EXOSC8,2
EXOSC9,2
EXT1,4
EXT2,4
EXTL3,1
EZR,1
F10,78
F11,9
F11R,3
F12,2
F13A1,2
F13B,1
F2,300
F2R,2
F2RL1,1
F2RL2,2
F2RL3,2
F3,4
F5,4
F7,36
F8,2
F9,4
FABP1,1
FABP4,2
